ServiceNo,Operator,Direction,StopSequence,BusStopCode,Distance
858,TTS,1,48,59041,62.6
858,TTS,1,49,59051,63
858,TTS,1,50,59611,63.7
858,TTS,1,51,59061,64
858,TTS,1,52,59079,64.4
858,TTS,1,53,59141,64.8
858,TTS,1,54,59111,65.2
858,TTS,1,55,57111,65.6
858,TTS,1,56,57121,65.9
858,TTS,1,57,57131,66.4
858,TTS,1,58,58011,66.8
858,TTS,1,59,58021,67
858,TTS,1,60,58101,67.4
858,TTS,1,61,58151,67.6
858,TTS,1,62,58211,68
858,TTS,1,63,58221,68.4
858,TTS,1,64,58389,68.8
858,TTS,1,65,47629,69.2
858,TTS,1,66,46749,69.6
858,TTS,1,67,46739,70
858,TTS,1,68,46489,70.4
858,TTS,1,69,46479,70.8
858,TTS,1,70,46469,71.2
858,TTS,1,71,46419,71.8
858,TTS,1,72,46409,72.2
858,TTS,1,73,46399,72.5
858,TTS,1,74,46289,72.9
858,TTS,1,75,46009,73.4
858A,TTS,1,1,46009,0
858A,TTS,1,2,46281,0.5
858A,TTS,1,3,46391,0.9
858A,TTS,1,4,46401,1.3
858A,TTS,1,5,46411,1.5
858A,TTS,1,6,46461,2.1
858A,TTS,1,7,46471,2.6
858A,TTS,1,8,46481,3
858A,TTS,1,9,46731,3.5
858A,TTS,1,10,46741,3.9
858A,TTS,1,11,47621,4.3
858A,TTS,1,12,58381,4.7
858A,TTS,1,13,58229,5
858A,TTS,1,14,58219,5.4
858A,TTS,1,15,58159,5.8
858A,TTS,1,16,58109,6
858A,TTS,1,17,58029,6.4
858A,TTS,1,18,58019,6.7
858A,TTS,1,19,57139,7
858A,TTS,1,20,57129,7.4
858A,TTS,1,21,57119,7.7
858A,TTS,1,22,59119,7.9
858A,TTS,1,23,59149,8.4
858A,TTS,1,24,59073,9
858B,TTS,1,1,68111,18.2
858B,TTS,1,2,65199,22.2
858B,TTS,1,3,95151,33.7
858B,TTS,1,4,95011,34.2
858B,TTS,1,5,95109,35.6
858B,TTS,1,6,95029,36.4
858B,TTS,1,7,95129,37.2
858B,TTS,1,8,95019,38.2
858B,TTS,1,9,95159,39
858B,TTS,1,10,65191,50.7
858B,TTS,1,11,68119,54.9
859,TTS,1,1,58009,0
859,TTS,1,2,58259,0.5
859,TTS,1,3,58219,0.8
859,TTS,1,4,58111,1.1
859,TTS,1,5,58121,1.4
859,TTS,1,6,58401,2
859,TTS,1,7,58411,2.2
859,TTS,1,8,58341,2.6
859,TTS,1,9,58321,3.1
859,TTS,1,10,58271,3.6
859,TTS,1,11,58281,3.9
859,TTS,1,12,58371,4.3
859,TTS,1,13,58299,4.6
859,TTS,1,14,58241,4.9
859,TTS,1,15,58109,5.3
859,TTS,1,16,58029,5.7
859,TTS,1,17,58019,6
859,TTS,1,18,57139,6.3
859,TTS,1,19,57129,6.7
859,TTS,1,20,57119,7
859,TTS,1,21,59119,7.2
859,TTS,1,22,59149,7.7
859,TTS,1,23,59073,8.3
859,TTS,1,24,59009,8.6
859,TTS,1,25,59141,9.4
859,TTS,1,26,59111,9.8
859,TTS,1,27,57111,10.2
859,TTS,1,28,57121,10.5
859,TTS,1,29,57131,11
859,TTS,1,30,58011,11.4
859,TTS,1,31,58021,11.6
859,TTS,1,32,58101,12
859,TTS,1,33,58249,12.2
859,TTS,1,34,58291,12.5
859,TTS,1,35,58379,12.8
859,TTS,1,36,58289,13.1
859,TTS,1,37,58279,13.4
859,TTS,1,38,58329,14
859,TTS,1,39,58349,14.4
859,TTS,1,40,58419,14.8
859,TTS,1,41,58409,15.1
859,TTS,1,42,58129,15.8
859,TTS,1,43,58119,16
859,TTS,1,44,58211,16.4
859,TTS,1,45,58251,16.7
859,TTS,1,46,58009,17.1
859A,TTS,1,1,58009,0
859A,TTS,1,2,58259,0.5
859A,TTS,1,3,58219,0.8
859A,TTS,1,4,58111,1.1
859A,TTS,1,5,58121,1.4
859A,TTS,1,6,58401,2
859A,TTS,1,7,58411,2.2
859A,TTS,1,8,58341,2.6
859A,TTS,1,9,58321,3.1
859A,TTS,1,10,58271,3.6
859A,TTS,1,11,58281,3.9
859A,TTS,1,12,58371,4.3
859A,TTS,1,13,58299,4.6
859A,TTS,1,14,58241,4.9
859A,TTS,1,15,58009,5.1
859B,TTS,1,1,58009,0
859B,TTS,1,2,58291,0.4
859B,TTS,1,3,58379,0.7
859B,TTS,1,4,58289,1
859B,TTS,1,5,58279,1.3
859B,TTS,1,6,58329,1.9
859B,TTS,1,7,58349,2.3
859B,TTS,1,8,58419,2.7
859B,TTS,1,9,58409,3
859B,TTS,1,10,58129,3.7
859B,TTS,1,11,58119,3.9
859B,TTS,1,12,58211,4.3
859B,TTS,1,13,58251,4.6
859B,TTS,1,14,58009,5
859T,TTS,1,1,58009,0
859T,TTS,1,2,58259,0.5
859T,TTS,1,3,58219,0.8
859T,TTS,1,4,58111,1.1
859T,TTS,1,5,58121,1.4
859T,TTS,1,6,58401,2
859T,TTS,1,7,58411,2.2
859T,TTS,1,8,58341,2.6
859T,TTS,1,9,58321,3.1
859T,TTS,1,10,58271,3.6
859T,TTS,1,11,58281,3.9
859T,TTS,1,12,58371,4.3
859T,TTS,1,13,58299,4.6
859T,TTS,1,14,58241,4.9
859T,TTS,1,15,58109,5.3
859T,TTS,1,16,58029,5.7
859T,TTS,1,17,58019,6
859T,TTS,1,18,57139,6.3
859T,TTS,1,19,57129,6.7
859T,TTS,1,20,57119,7
859T,TTS,1,21,59119,7.2
859T,TTS,1,22,59149,7.7
859T,TTS,1,23,59073,8.3
859T,TTS,1,24,59009,8.6
85A,GAS,1,1,59009,0
85A,GAS,1,2,59069,0.2
85A,GAS,1,3,59059,0.8
85A,GAS,1,4,59049,1.3
85A,GAS,1,5,59039,1.7
85A,GAS,1,6,59029,2.4
85A,GAS,1,7,59019,3.1
85A,GAS,1,8,55289,3.6
85A,GAS,1,11,68059,9
85A,GAS,1,12,68049,9.2
85A,GAS,1,13,68039,9.4
85A,GAS,1,14,67571,9.7
85A,GAS,1,15,67561,10
85A,GAS,1,16,67551,10.4
85A,GAS,1,17,67541,11.1
85A,GAS,1,18,67381,11.3
85A,GAS,1,19,67391,11.6
85A,GAS,1,20,67441,12
86,SBST,1,1,67009,0
86,SBST,1,2,67191,0.4
86,SBST,1,3,67171,0.8
86,SBST,1,4,67139,1.5
86,SBST,1,5,67229,2.2
86,SBST,1,6,67239,2.5
86,SBST,1,7,65061,2.9
86,SBST,1,9,68119,6.9
86,SBST,1,10,68059,7.2
86,SBST,1,11,68049,7.4
86,SBST,1,12,68039,7.6
86,SBST,1,13,68029,8
86,SBST,1,14,68019,8.3
86,SBST,1,15,67089,8.5
86,SBST,1,16,67039,8.9
86,SBST,1,17,67029,9.2
86,SBST,1,18,67019,9.5
86,SBST,1,19,55109,9.8
86,SBST,1,20,55089,10.2
86,SBST,1,21,55079,10.5
86,SBST,1,22,55059,11
86,SBST,1,23,55049,11.3
86,SBST,1,24,55039,11.7
86,SBST,1,25,55179,12.2
86,SBST,1,26,55189,12.6
86,SBST,1,27,55209,13.1
86,SBST,1,28,54059,13.4
86,SBST,1,29,54049,13.7
86,SBST,1,30,54039,14
86,SBST,1,31,54241,14.3
86,SBST,1,32,54009,14.8
86,SBST,2,1,54009,0
86,SBST,2,2,54247,0.6
86,SBST,2,3,54031,0.9
86,SBST,2,4,54041,1.3
86,SBST,2,5,54051,1.6
86,SBST,2,6,55201,1.9
86,SBST,2,7,55181,2.2
86,SBST,2,8,55171,2.7
86,SBST,2,9,55031,3.2
86,SBST,2,10,55041,3.5
86,SBST,2,11,55051,3.9
86,SBST,2,12,55071,4.3
86,SBST,2,13,55081,4.7
86,SBST,2,14,55101,5.1
86,SBST,2,15,67011,5.4
86,SBST,2,16,67021,5.7
86,SBST,2,17,67081,6.2
86,SBST,2,18,68011,6.5
86,SBST,2,19,68021,6.9
86,SBST,2,20,68031,7.3
86,SBST,2,21,68051,7.6
86,SBST,2,22,68111,8
86,SBST,2,24,65069,12
86,SBST,2,25,67231,12.4
86,SBST,2,26,67221,12.8
86,SBST,2,27,67131,13.4
86,SBST,2,28,67141,13.7
86,SBST,2,29,67179,14.4
86,SBST,2,30,67199,14.7
86,SBST,2,31,67009,15.1
860,SBST,1,1,55509,0
860,SBST,1,2,55209,0.5
860,SBST,1,3,54469,0.8
860,SBST,1,4,54459,1
860,SBST,1,5,55111,1.4
860,SBST,1,6,55121,1.8
860,SBST,1,7,56209,2.2
860,SBST,1,8,56199,2.5
860,SBST,1,9,56041,2.9
860,SBST,1,10,56051,3.3
860,SBST,1,11,56061,3.8
860,SBST,1,12,56071,4.2
860,SBST,1,13,56081,4.8
860,SBST,1,14,56091,5.5
860,SBST,1,15,57011,5.8
860,SBST,1,16,57021,6.3
860,SBST,1,17,57031,6.7
860,SBST,1,18,57041,7.2
860,SBST,1,19,57051,7.7
860,SBST,1,20,57061,8.2
860,SBST,1,21,57071,8.8
860,SBST,1,22,59551,9.2
860,SBST,1,23,59541,9.5
860,SBST,1,24,59331,9.8
860,SBST,1,25,59059,10.3
860,SBST,1,26,59421,10.7
860,SBST,1,27,59431,11
860,SBST,1,28,59711,11.6
860,SBST,1,29,59571,11.9
860,SBST,1,30,59631,12.2
860,SBST,1,31,59411,12.5
860,SBST,1,32,59401,12.7
860,SBST,1,33,59391,13.1
860,SBST,1,34,59381,13.5
860,SBST,1,35,59171,13.8
860,SBST,1,36,59161,14.2
860,SBST,1,37,59009,14.9
860,SBST,1,38,59169,15.6
860,SBST,1,39,59179,16
860,SBST,1,40,59389,16.3
860,SBST,1,41,59399,16.8
860,SBST,1,42,59409,17.2
860,SBST,1,43,59419,17.4
860,SBST,1,44,59639,17.7
860,SBST,1,45,59579,18
860,SBST,1,46,59761,18.2
860,SBST,1,47,59719,18.4
860,SBST,1,48,59439,18.8
860,SBST,1,49,59429,19.2
860,SBST,1,50,59051,19.5
860,SBST,1,51,59339,20
860,SBST,1,52,59549,20.4
860,SBST,1,53,59559,20.7
860,SBST,1,54,57079,21.2
860,SBST,1,55,57069,21.8
860,SBST,1,56,57059,22.3
860,SBST,1,57,57049,22.8
860,SBST,1,58,57039,23.4
860,SBST,1,59,57029,23.7
860,SBST,1,60,57019,24.1
860,SBST,1,61,56099,24.5
860,SBST,1,62,56089,25.1
860,SBST,1,63,56079,25.7
860,SBST,1,64,56069,26.2
860,SBST,1,65,56059,26.6
860,SBST,1,66,56049,27
860,SBST,1,67,56191,27.3
860,SBST,1,68,56201,27.7
860,SBST,1,69,55129,28.1
860,SBST,1,70,55119,28.5
860,SBST,1,71,54451,28.8
860,SBST,1,72,54461,29.2
860,SBST,1,73,55201,29.4
860,SBST,1,74,55509,29.8
860T,SBST,1,1,55509,0
860T,SBST,1,2,55209,0.5
860T,SBST,1,3,54469,0.8
860T,SBST,1,4,54459,1
860T,SBST,1,5,55111,1.4
860T,SBST,1,6,55121,1.8
860T,SBST,1,7,56209,2.2
860T,SBST,1,8,56199,2.5
860T,SBST,1,9,56041,2.9
860T,SBST,1,10,56051,3.3
860T,SBST,1,11,56061,3.7
860T,SBST,1,12,56071,4.1
860T,SBST,1,13,56081,4.7
860T,SBST,1,14,56091,5.2
860T,SBST,1,15,57011,5.6
860T,SBST,1,16,57021,6.1
860T,SBST,1,17,57031,6.5
860T,SBST,1,18,57041,7
860T,SBST,1,19,57051,7.5
860T,SBST,1,20,57061,8
860T,SBST,1,21,57071,8.6
860T,SBST,1,22,59551,9
860T,SBST,1,23,59541,9.3
860T,SBST,1,24,59331,9.6
860T,SBST,1,25,59059,10.1
860T,SBST,1,26,59421,10.5
860T,SBST,1,27,59431,10.8
860T,SBST,1,28,59711,11.4
860T,SBST,1,29,59571,11.7
860T,SBST,1,30,59631,12
860T,SBST,1,31,59411,12.3
860T,SBST,1,32,59401,12.5
860T,SBST,1,33,59391,12.9
860T,SBST,1,34,59381,13.3
860T,SBST,1,35,59171,13.6
860T,SBST,1,36,59161,14
860T,SBST,1,37,59009,14.7
868E,SMRT,1,1,43581,0
868E,SMRT,1,2,43641,0.4
868E,SMRT,1,3,43831,0.7
868E,SMRT,1,4,43491,0.9
868E,SMRT,1,5,43481,1.4
868E,SMRT,1,6,43471,1.7
868E,SMRT,1,7,43401,2.5
868E,SMRT,1,8,43321,2.9
868E,SMRT,1,9,43371,3.3
868E,SMRT,1,10,43699,3.6
868E,SMRT,1,11,28629,4
868E,SMRT,1,12,28631,4.2
868E,SMRT,1,13,28641,4.5
868E,SMRT,1,15,28229,6.3
868E,SMRT,1,18,03222,19.4
868E,SMRT,1,19,03111,20.1
868E,SMRT,1,20,03071,20.4
868E,SMRT,1,21,03031,20.7
868E,SMRT,1,23,03011,21.3
868E,SMRT,1,24,02111,21.9
868E,SMRT,1,27,02151,22.5
868E,SMRT,1,28,02161,23.2
87,SBST,1,1,67009,0
87,SBST,1,2,67191,0.4
87,SBST,1,3,67201,0.7
87,SBST,1,4,67211,1.1
87,SBST,1,5,65019,1.4
87,SBST,1,6,64029,1.8
87,SBST,1,7,64429,2.2
87,SBST,1,8,64381,2.7
87,SBST,1,9,64391,3
87,SBST,1,10,64549,3.2
87,SBST,1,11,64249,3.8
87,SBST,1,12,64239,4.3
87,SBST,1,13,64209,4.8
87,SBST,1,14,63071,5.1
87,SBST,1,15,63081,5.4
87,SBST,1,16,63091,5.8
87,SBST,1,17,63101,6.1
87,SBST,1,18,62231,6.5
87,SBST,1,19,62241,6.8
87,SBST,1,20,71051,7.2
87,SBST,1,21,71061,7.7
87,SBST,1,22,71071,8.1
87,SBST,1,23,71081,8.5
87,SBST,1,24,72059,9.1
87,SBST,1,25,72049,9.5
87,SBST,1,26,72039,9.8
87,SBST,1,27,84709,10.1
87,SBST,1,28,84489,10.6
87,SBST,1,29,84459,11
87,SBST,1,30,84539,11.2
87,SBST,1,31,84361,12.2
87,SBST,1,32,84309,12.6
87,SBST,1,33,84009,13.2
87,SBST,2,1,84009,0
87,SBST,2,2,84301,0.6
87,SBST,2,3,84369,1
87,SBST,2,4,84451,2.1
87,SBST,2,5,84481,2.6
87,SBST,2,6,84701,3.1
87,SBST,2,7,72031,3.4
87,SBST,2,8,72041,3.7
87,SBST,2,9,72051,4.1
87,SBST,2,10,71089,4.6
87,SBST,2,11,71079,5
87,SBST,2,12,71069,5.5
87,SBST,2,13,71059,5.9
87,SBST,2,14,62249,6.3
87,SBST,2,15,62239,6.7
87,SBST,2,16,63109,7.1
87,SBST,2,17,63099,7.4
87,SBST,2,18,63089,7.8
87,SBST,2,19,63079,8.2
87,SBST,2,20,64201,8.5
87,SBST,2,21,64231,9
87,SBST,2,22,64241,9.4
87,SBST,2,23,64541,10.1
87,SBST,2,24,64397,10.4
87,SBST,2,25,64389,10.7
87,SBST,2,26,64421,11.2
87,SBST,2,27,64021,11.6
87,SBST,2,28,65011,12
87,SBST,2,29,67219,12.3
87,SBST,2,30,67209,12.7
87,SBST,2,31,67199,12.9
87,SBST,2,32,67009,13.3
88,SBST,1,1,77009,0
88,SBST,1,2,77191,0.7
88,SBST,1,3,77201,1.1
88,SBST,1,4,77211,1.4
88,SBST,1,5,77251,1.9
88,SBST,1,6,77261,2.3
88,SBST,1,7,77271,2.6
88,SBST,1,8,77331,2.9
88,SBST,1,9,65191,7
88,SBST,1,10,65069,7.4
88,SBST,1,11,65059,7.7
88,SBST,1,12,65049,8.1
88,SBST,1,13,65039,8.4
88,SBST,1,14,65029,8.7
88,SBST,1,15,65019,9.2
88,SBST,1,16,64029,9.6
88,SBST,1,17,64039,10.1
88,SBST,1,18,64369,10.4
88,SBST,1,19,64359,10.7
88,SBST,1,20,64349,11.1
88,SBST,1,21,64411,11.4
88,SBST,1,22,64601,11.7
88,SBST,1,23,64611,12
88,SBST,1,24,66499,12.2
88,SBST,1,25,66489,12.7
88,SBST,1,26,66479,13.2
88,SBST,1,27,66459,13.6
88,SBST,1,28,54659,14
88,SBST,1,29,54509,14.5
88,SBST,1,30,54499,14.7
88,SBST,1,31,54489,15.3
88,SBST,1,32,54579,15.6
88,SBST,1,33,54589,16.1
88,SBST,1,34,54289,16.5
88,SBST,1,35,54279,16.8
88,SBST,1,36,54269,17.1
88,SBST,1,37,54248,17.6
88,SBST,1,38,54019,18.1
88,SBST,1,39,53169,18.6
88,SBST,1,40,53379,18.9
88,SBST,1,41,53389,19.2
88,SBST,1,42,53399,19.7
88,SBST,1,43,53231,20.2
88,SBST,1,44,53211,20.6
88,SBST,1,45,52021,21
88,SBST,1,46,52031,21.3
88,SBST,1,47,52361,22.2
88,SBST,1,48,52279,22.8
88,SBST,1,49,52269,23.2
88,SBST,1,50,52501,23.7
88,SBST,1,51,52009,24.1
88,SBST,2,1,52009,0
88,SBST,2,2,52509,0.5
88,SBST,2,3,52261,1
88,SBST,2,4,52271,1.4
88,SBST,2,5,52369,2
88,SBST,2,6,52039,2.6
88,SBST,2,7,53219,3.4
88,SBST,2,8,53239,4
88,SBST,2,9,53391,4.5
88,SBST,2,10,53381,5
88,SBST,2,11,53371,5.3
88,SBST,2,12,53161,5.7
88,SBST,2,13,54011,6.1
88,SBST,2,14,54241,6.6
88,SBST,2,15,54261,7.1
88,SBST,2,16,54271,7.4
88,SBST,2,17,54281,7.7
88,SBST,2,18,54581,8
88,SBST,2,19,54571,8.4
88,SBST,2,20,54481,8.7
88,SBST,2,21,54491,9.2
88,SBST,2,22,54501,9.4
88,SBST,2,23,54651,9.8
88,SBST,2,24,66451,10.1
88,SBST,2,25,66461,10.4
88,SBST,2,26,66471,10.7
88,SBST,2,27,66481,11.1
88,SBST,2,28,66491,11.6
88,SBST,2,29,64619,11.9
88,SBST,2,30,64609,12.1
88,SBST,2,31,64419,12.4
88,SBST,2,32,64341,12.7
88,SBST,2,33,64351,13
88,SBST,2,34,64361,13.3
88,SBST,2,35,64031,13.7
88,SBST,2,36,64021,14.2
88,SBST,2,37,65011,14.6
88,SBST,2,38,65021,15
88,SBST,2,39,65031,15.4
88,SBST,2,40,65041,15.7
88,SBST,2,41,65061,16.3
88,SBST,2,42,65199,16.9
88,SBST,2,43,77339,20.9
88,SBST,2,44,77279,21.2
88,SBST,2,45,77269,21.5
88,SBST,2,46,77259,21.9
88,SBST,2,47,77219,22.3
88,SBST,2,48,77209,22.7
88,SBST,2,49,77199,23.1
88,SBST,2,50,77009,23.8
882,TTS,1,1,58009,0
882,TTS,1,2,58259,0.5
882,TTS,1,3,58219,0.8
882,TTS,1,4,58111,1.1
882,TTS,1,5,58481,1.5
882,TTS,1,6,58491,1.8
882,TTS,1,7,58501,2.3
882,TTS,1,8,58051,2.5
882,TTS,1,9,58061,2.9
882,TTS,1,10,58071,3.3
882,TTS,1,11,58081,3.7
882,TTS,1,12,58091,4.2
882,TTS,1,13,58099,4.6
882,TTS,1,14,58089,4.8
882,TTS,1,15,58079,5.2
882,TTS,1,16,58069,5.7
882,TTS,1,17,58059,6.1
882,TTS,1,18,58509,6.4
882,TTS,1,19,58499,6.9
882,TTS,1,20,58489,7.2
882,TTS,1,21,58119,7.6
882,TTS,1,22,58211,8
882,TTS,1,23,58251,8.3
882,TTS,1,24,58009,8.7
882A,TTS,1,1,58009,0
882A,TTS,1,2,58259,0.5
882A,TTS,1,3,58219,0.8
882A,TTS,1,4,58111,1.1
882A,TTS,1,5,58481,1.5
882A,TTS,1,6,58491,1.8
882A,TTS,1,7,58501,2.3
883,TTS,1,1,58009,0
883,TTS,1,2,58259,0.5
883,TTS,1,3,58219,0.8
883,TTS,1,4,58331,1.3
883,TTS,1,5,58041,1.7
883,TTS,1,6,58051,1.9
883,TTS,1,7,58511,2.4
883,TTS,1,8,58521,2.6
883,TTS,1,9,58621,2.9
883,TTS,1,10,58531,3.4
883,TTS,1,11,58541,3.9
883,TTS,1,12,59529,4.2
883,TTS,1,13,59259,4.6
883,TTS,1,14,59099,5.1
883,TTS,1,15,59072,5.5
883,TTS,1,16,59069,5.9
883,TTS,1,17,59619,6.3
883,TTS,1,18,59061,6.8
883,TTS,1,19,59079,7.2
883,TTS,1,20,59091,7.5
883,TTS,1,21,59251,8.1
883,TTS,1,22,59521,8.6
883,TTS,1,23,58549,8.9
883,TTS,1,24,58539,9.4
883,TTS,1,25,58621,9.6
883,TTS,1,26,58529,10.2
883,TTS,1,27,58519,10.4
883,TTS,1,28,58059,10.8
883,TTS,1,29,58049,11.1
883,TTS,1,30,58339,11.5
883,TTS,1,31,58211,12
883,TTS,1,32,58251,12.3
883,TTS,1,33,58009,12.7
883B,TTS,1,1,59079,6.8
883B,TTS,1,2,59091,7.1
883B,TTS,1,3,59251,7.7
883B,TTS,1,4,59521,8.2
883B,TTS,1,5,58549,8.5
883B,TTS,1,6,58539,9
883B,TTS,1,7,58529,9.3
883B,TTS,1,8,58519,9.5
883B,TTS,1,9,58059,9.9
883B,TTS,1,10,58049,10.2
883M,TTS,1,1,58009,0
883M,TTS,1,2,58259,0.5
883M,TTS,1,3,58219,0.8
883M,TTS,1,4,58331,1.3
883M,TTS,1,5,58041,1.7
883M,TTS,1,6,58051,1.9
883M,TTS,1,7,58511,2.4
883M,TTS,1,8,58521,2.6
883M,TTS,1,9,58621,2.9
883M,TTS,1,10,58531,3.4
883M,TTS,1,11,58541,3.9
883M,TTS,1,12,59529,4.2
883M,TTS,1,13,59261,4.6
883M,TTS,1,14,59271,5
883M,TTS,1,15,57129,5.4
883M,TTS,1,16,57119,5.7
883M,TTS,1,17,59119,5.9
883M,TTS,1,18,59149,6.4
883M,TTS,1,19,59159,6.7
883M,TTS,1,20,59091,6.9
883M,TTS,1,21,59251,7.5
883M,TTS,1,22,59521,8
883M,TTS,1,23,58549,8.3
883M,TTS,1,24,58539,8.8
883M,TTS,1,25,58621,9
883M,TTS,1,26,58529,9.6
883M,TTS,1,27,58519,9.8
883M,TTS,1,28,58059,10.2
883M,TTS,1,29,58049,10.5
883M,TTS,1,30,58339,10.9
883M,TTS,1,31,58211,11.4
883M,TTS,1,32,58251,11.7
883M,TTS,1,33,58009,12.1
88A,SBST,1,1,65069,0
88A,SBST,1,2,65059,0.3
88A,SBST,1,3,65049,0.7
88A,SBST,1,4,65039,1
88A,SBST,1,5,65029,1.3
88A,SBST,1,6,65019,1.8
88A,SBST,1,7,64029,2.2
88A,SBST,1,8,64039,2.7
88A,SBST,1,9,64369,3
88A,SBST,1,10,64359,3.3
88A,SBST,1,11,64349,3.7
88A,SBST,1,12,64411,4
88A,SBST,1,13,64601,4.3
88A,SBST,1,14,64611,4.6
88A,SBST,1,15,66499,4.8
88A,SBST,1,16,66489,5.3
88A,SBST,1,17,66479,5.8
88A,SBST,1,18,66459,6.2
88A,SBST,1,19,54659,6.6
88A,SBST,1,20,54509,7.1
88A,SBST,1,21,54499,7.3
88A,SBST,1,22,54489,7.9
88A,SBST,1,23,54579,8.2
88A,SBST,1,24,54589,8.7
88A,SBST,1,25,54289,9.1
88A,SBST,1,26,54279,9.4
88A,SBST,1,27,54269,9.7
88B,SBST,1,1,54261,0
88B,SBST,1,2,54271,0.3
88B,SBST,1,3,54281,0.6
88B,SBST,1,4,54581,0.9
88B,SBST,1,5,54571,1.3
88B,SBST,1,6,54481,1.6
88B,SBST,1,7,54491,2.1
88B,SBST,1,8,54501,2.3
88B,SBST,1,9,54651,2.7
88B,SBST,1,10,66451,3
88B,SBST,1,11,66461,3.3
88B,SBST,1,12,66471,3.6
89,SBST,1,1,64009,0
89,SBST,1,2,64397,0.4
89,SBST,1,3,64389,0.7
89,SBST,1,4,64421,1.2
89,SBST,1,5,64021,1.6
89,SBST,1,6,65011,2
89,SBST,1,7,67219,2.3
89,SBST,1,8,67209,2.7
89,SBST,1,9,67199,2.9
89,SBST,1,10,67189,3.1
89,SBST,1,11,67249,3.5
89,SBST,1,12,67259,3.8
89,SBST,1,13,65061,4
89,SBST,1,14,65199,4.6
89,SBST,1,15,77339,8.6
89,SBST,1,16,77289,9.1
89,SBST,1,17,77239,9.4
89,SBST,1,18,77249,9.7
89,SBST,1,19,78049,10
89,SBST,1,20,77019,10.2
89,SBST,1,21,77029,10.6
89,SBST,1,22,77039,11
89,SBST,1,23,77171,11.4
89,SBST,1,24,78109,12
89,SBST,1,25,78119,12.5
89,SBST,1,26,78129,13
89,SBST,1,27,78139,13.4
89,SBST,1,28,78149,13.8
89,SBST,1,29,98109,14.2
89,SBST,1,30,98041,14.6
89,SBST,1,31,98121,15.1
89,SBST,1,32,98131,15.4
89,SBST,1,33,98061,16
89,SBST,1,34,98071,16.4
89,SBST,1,35,99011,16.8
89,SBST,1,36,99021,17.2
89,SBST,1,37,99031,17.5
89,SBST,1,38,99041,17.9
89,SBST,1,39,99181,18.2
89,SBST,1,40,99171,18.8
89,SBST,1,41,99161,19
89,SBST,1,42,95071,19.3
89,SBST,1,43,95081,19.6
89,SBST,1,44,95091,20
89,SBST,1,45,95131,20.2
89,SBST,1,46,95141,20.7
89,SBST,1,47,95061,21.1
89,SBST,1,48,95051,21.5
89,SBST,1,49,95041,21.9
89,SBST,1,50,95039,22.1
89,SBST,1,51,95049,22.3
89,SBST,1,52,95069,22.9
89,SBST,1,53,95149,23.2
89,SBST,1,54,95139,23.7
89,SBST,1,55,95099,24.1
89,SBST,1,56,95089,24.5
89,SBST,1,57,95079,24.9
89,SBST,1,58,99189,25.4
89,SBST,1,59,99049,25.8
89,SBST,1,60,99039,26.2
89,SBST,1,61,99029,26.5
89,SBST,1,62,99019,26.9
89,SBST,1,63,98079,27.5
89,SBST,1,64,98069,27.9
89,SBST,1,65,98139,28.3
89,SBST,1,66,98129,28.6
89,SBST,1,67,98049,29.1
89,SBST,1,68,98101,29.8
89,SBST,1,69,78141,30.2
89,SBST,1,70,78131,30.6
89,SBST,1,71,78121,31
89,SBST,1,72,78111,31.5
89,SBST,1,73,78101,31.9
89,SBST,1,74,77179,32.5
89,SBST,1,75,77031,32.9
89,SBST,1,76,77021,33.2
89,SBST,1,77,77011,33.6
89,SBST,1,78,77241,33.9
89,SBST,1,79,77231,34.2
89,SBST,1,80,77281,34.5
89,SBST,1,81,77331,34.9
89,SBST,1,82,65191,39
89,SBST,1,83,65069,39.4
89,SBST,1,84,67251,39.7
89,SBST,1,85,67241,40
89,SBST,1,86,67181,40.2
89,SBST,1,87,67191,40.4
89,SBST,1,88,67201,40.7
89,SBST,1,89,67211,41.1
89,SBST,1,90,65019,41.4
89,SBST,1,91,64029,41.8
89,SBST,1,92,64429,42.2
89,SBST,1,93,64381,42.7
89,SBST,1,94,64391,43
89,SBST,1,95,64009,43.3
89A,SBST,1,1,65199,0
89A,SBST,1,2,77339,4
89A,SBST,1,3,77289,4.5
89A,SBST,1,4,77239,4.8
89A,SBST,1,5,77249,5.1
89A,SBST,1,6,78049,5.4
89A,SBST,1,7,77019,5.6
89A,SBST,1,8,77029,6
89A,SBST,1,9,77039,6.4
89A,SBST,1,10,77171,6.8
89A,SBST,1,11,78109,7.4
89A,SBST,1,12,78119,7.9
89A,SBST,1,13,78129,8.4
89A,SBST,1,14,78139,8.8
89A,SBST,1,15,78149,9.2
89A,SBST,1,16,98109,9.6
89A,SBST,1,17,98041,10
89A,SBST,1,18,98121,10.5
89A,SBST,1,19,98131,10.8
89A,SBST,1,20,98061,11.4
89A,SBST,1,21,98071,11.8
89A,SBST,1,22,99011,12.2
89A,SBST,1,23,99021,12.6
89A,SBST,1,24,99031,12.9
89A,SBST,1,25,99041,13.3
89A,SBST,1,26,99181,13.6
89A,SBST,1,27,99171,14.2
89A,SBST,1,28,99161,14.4
89A,SBST,1,29,95071,14.7
89A,SBST,1,30,95081,15
89A,SBST,1,31,95091,15.4
89A,SBST,1,32,95131,15.6
89A,SBST,1,33,95141,16.1
89A,SBST,1,34,95061,16.5
89A,SBST,1,35,95051,16.9
